gameID,condition,stim_id,study_phase,trial_type,trialNum,response,rt,rt_done1,rt_done2,collection_name_0,collection_name_1,level_name_0,level_name_1,layout_0,layout_1
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,1,0,25399,12683.0,24316.0,Sokogen-990602-Levels,Microban,17,41,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,2,0,25113,12397.0,24147.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,3,1,23313,10846.0,22630.0,Microban,Microban,41,48,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,4,0,25347,12147.0,24664.0,Microban,Sokogen-990602-Levels,33,19,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,5,0,24880,13645.0,24112.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,39,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,6,1,38062,14329.0,37545.0,Sokogen-990602-Levels,Sokogen-990602-Levels,6,39,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,7,1,50899,31514.0,49864.0,Sokogen-990602-Levels,Dimitri-and-Yorick,17,37,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,pretest,sokoban-compare,8,0,25495,12563.0,24963.0,Sokogen-990602-Levels,Microban,6,48,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,1,0,34429,13044.0,25230.0,Sokogen-990602-Levels,Dimitri-and-Yorick,17,37,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,2,0,27832,15474.0,27158.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,3,1,27744,13034.0,24685.0,Sokogen-990602-Levels,Microban,19,41,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,4,1,25127,12678.0,23329.0,Sokogen-990602-Levels,Microban,6,48,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,5,0,27101,10728.0,23721.0,Sokogen-990602-Levels,Microban,17,48,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,6,1,23034,10704.0,22464.0,Microban,Sokogen-990602-Levels,41,6,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,7,1,22608,10907.0,21704.0,Microban,Sokogen-990602-Levels,33,39,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,pretest,sokoban-compare,8,0,24155,11188.0,21966.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,39,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,1,1,37056,11829.0,35998.0,Sokogen-990602-Levels,Sokogen-990602-Levels,41,40,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,2,1,30796,16921.0,29779.0,Microban,Sokogen-990602-Levels,17,40,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,3,0,35209,14577.0,34299.0,Microcosmos,Sokogen-990602-Levels,28,46,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,4,0,30433,11797.0,29339.0,Microban,Microban,26,43,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,5,1,27548,15085.0,26746.0,Sokogen-990602-Levels,Sokogen-990602-Levels,41,46,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,6,0,26120,13912.0,25123.0,Microban,Microcosmos,26,28,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,7,0,24681,11843.0,23737.0,Sokogen-990602-Levels,Microban,14,43,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']"
3940-a6a959f6-2dc0-43d7-9f8e-e5e5d3cfc436,difficult,6790956f96019241f9c4f665,posttest,sokoban-compare,8,0,23238,11300.0,22485.0,Microban,Sokogen-990602-Levels,17,14,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,1,0,52644,12137.0,24098.0,Microcosmos,Microban,28,43,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,2,1,27265,13824.0,25815.0,Microban,Microban,26,43,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,3,1,44141,21602.0,40715.0,Sokogen-990602-Levels,Sokogen-990602-Levels,41,40,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,4,0,29986,12035.0,28337.0,Microban,Sokogen-990602-Levels,17,46,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,5,1,29015,15590.0,27959.0,Sokogen-990602-Levels,Microcosmos,14,28,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,6,1,42277,27731.0,40732.0,Sokogen-990602-Levels,Sokogen-990602-Levels,41,46,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,7,1,26238,12127.0,25585.0,Microban,Sokogen-990602-Levels,17,14,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']"
4638-717aec54-5d36-49f1-8eee-4ed826fd21d6,difficult,6790956f96019241f9c4f664,posttest,sokoban-compare,8,1,25882,12946.0,24167.0,Microban,Sokogen-990602-Levels,26,40,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,1,1,30270,18680.0,29107.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,39,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,1,0,24438,12409.0,23681.0,Dimitri-and-Yorick,Sokogen-990602-Levels,37,6,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,2,1,28867,11821.0,28423.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,2,0,25021,12669.0,24473.0,Sokogen-990602-Levels,Microban,17,48,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,3,0,27142,14309.0,26415.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,17,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,3,0,48203,18353.0,47597.0,Microban,Microban,41,48,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,1,0,29094,16245.0,28118.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,4,0,25032,12899.0,24509.0,Microban,Microban,33,48,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,1,1,24061,11661.0,22813.0,Sokogen-990602-Levels,Microban,19,48,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,4,0,30922,18972.0,30486.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,1,0,28109,13397.0,26365.0,Dimitri-and-Yorick,Sokogen-990602-Levels,37,6,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,2,0,23814,11478.0,22302.0,Microban,Sokogen-990602-Levels,41,39,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,5,0,26783,12428.0,26285.0,Sokogen-990602-Levels,Microban,19,41,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,2,1,44101,16658.0,43160.0,Dimitri-and-Yorick,Sokogen-990602-Levels,37,39,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,2,1,24093,11365.0,23406.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,3,1,23512,10862.0,21647.0,Microban,Microban,33,48,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,6,0,23717,10604.0,23266.0,Microban,Sokogen-990602-Levels,33,39,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,5,1,30826,16188.0,30231.0,Dimitri-and-Yorick,Sokogen-990602-Levels,37,6,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,3,0,31069,16949.0,30429.0,Microban,Sokogen-990602-Levels,41,39,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,4,1,23502,11615.0,22598.0,Dimitri-and-Yorick,Sokogen-990602-Levels,37,6,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,7,0,23982,11673.0,23462.0,Microban,Sokogen-990602-Levels,41,6,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,3,0,45124,33716.0,44549.0,Sokogen-990602-Levels,Microban,19,41,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,6,1,27120,10819.0,24953.0,Sokogen-990602-Levels,Dimitri-and-Yorick,17,37,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,5,1,23215,12398.0,22791.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,17,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,4,0,23317,11949.0,22501.0,Microban,Sokogen-990602-Levels,33,39,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,6790956f96019241f9c4f667,pretest,sokoban-compare,8,0,26360,10901.0,25992.0,Microban,Sokogen-990602-Levels,48,39,"['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,4,1,27545,12359.0,27105.0,Microban,Microban,33,48,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,5,1,22961,11744.0,22421.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,6,1,25622,13280.0,24654.0,Sokogen-990602-Levels,Sokogen-990602-Levels,17,39,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,7,1,34438,10688.0,34071.0,Microban,Sokogen-990602-Levels,33,39,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,5,1,34264,15272.0,33482.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,7,0,24878,11094.0,24478.0,Microban,Sokogen-990602-Levels,41,6,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,6,0,30407,18162.0,29826.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,17,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']"
7209-f522767f-26aa-4a22-b50a-17f64304a083,difficult,6790956f96019241f9c4f666,pretest,sokoban-compare,8,1,42033,10881.0,41673.0,Sokogen-990602-Levels,Microban,17,41,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,6790956f96019241f9c4f669,pretest,sokoban-compare,8,0,23590,11486.0,22631.0,Microban,Dimitri-and-Yorick,33,37,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,6,1,28139,12412.0,27570.0,Sokogen-990602-Levels,Microban,6,48,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,7,0,27276,12332.0,26673.0,Microban,Microban,41,48,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,7,1,30724,13191.0,29707.0,Sokogen-990602-Levels,Sokogen-990602-Levels,17,39,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']"
0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,6790956f96019241f9c4f668,pretest,sokoban-compare,8,0,26620,13620.0,26063.0,Sokogen-990602-Levels,Microban,17,48,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']"
4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,6790956f96019241f9c4f66c,pretest,sokoban-compare,8,0,32752,11026.0,31902.0,Sokogen-990602-Levels,Microban,17,41,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
9390-86c56e18-f87b-46d4-9a5e-f44e363d8f6c,difficult,6790956f96019241f9c4f66b,pretest,sokoban-compare,1,1,37605,21285.0,35543.0,Sokogen-990602-Levels,Sokogen-990602-Levels,19,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']"
9390-86c56e18-f87b-46d4-9a5e-f44e363d8f6c,difficult,6790956f96019241f9c4f66b,pretest,sokoban-compare,2,1,30358,13340.0,29508.0,Dimitri-and-Yorick,Microban,37,41,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']"
