project,experiment,iteration,stim_id,gameID,condition,study_phase,trialNum,stimuli_set,author_name,collection_name,level_name,width,height,layout,boxes,start_position.x,start_position.y,select_response,select_rt,rate_response,rate_rt,solveDuration,solved,attempt_nsteps,attempt_nInputEvents,boxesSolved
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2609-59fc8809-2290-42aa-9425-312fcb5fb0c5,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,809.6000000238419,10.0,823.0,,0,308,405,2
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ee,4482-a3257883-8c0d-4716-9c5f-4c76fd331aeb,difficult,test,6,B,jacques-duthen,Sokogen-990602-Levels,6,8.0,7.0,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 2, 'y': 4, 'state': '*'}, {'x': 5, 'y': 4, 'state': '$'}]",6.0,2.0,5.0,6643.5999999940395,3.0,3097.0,66.0,1,89,104,3
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,test,4,B,jacques-duthen,Sokogen-990602-Levels,6,8.0,7.0,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 2, 'y': 4, 'state': '*'}, {'x': 5, 'y': 4, 'state': '$'}]",6.0,2.0,5.0,1695.300000011921,10.0,2664.0,190.0,1,91,128,3
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ee,4482-a3257883-8c0d-4716-9c5f-4c76fd331aeb,difficult,test,7,B,david-w-skinner,Microban,41,8.0,6.0,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,2.0,4.0,3946.0,3.0,4258.0,75.0,1,124,145,3
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f691,5672-fab8728b-5b13-44f5-ae1b-efa0cafa4a78,difficult,test,7,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,1751.0999999996275,6.0,1579.0,148.0,1,116,152,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f66e,9513-f1845b8b-e165-4fe9-971d-bc241ad2265d,difficult,test,7,A,david-w-skinner,Microban,67,7.0,8.0,"['#####', '#   ##', '# #  #', '#@$*.##', '##  . #', ' # $# #', ' ##   #', '  #####']","[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 3, 'y': 5, 'state': '$'}]",1.0,3.0,0.0,2063.2999999970198,6.0,927.0,168.0,1,135,144,3
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,test,5,B,david-w-skinner,Microban,48,8.0,8.0,"['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']","[{'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '$'}]",3.0,1.0,6.0,3262.2000000178814,10.0,1703.0,117.0,1,101,104,3
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ee,4482-a3257883-8c0d-4716-9c5f-4c76fd331aeb,difficult,test,8,B,david-w-skinner,Microban,48,8.0,8.0,"['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']","[{'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '$'}]",3.0,1.0,6.0,1763.6000000238419,3.0,1508.0,101.0,1,113,135,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2609-59fc8809-2290-42aa-9425-312fcb5fb0c5,difficult,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,781.3999999761581,10.0,1613.0,264.0,1,216,265,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,2779.5,1.0,3984.0,59.0,1,52,53,3
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f691,5672-fab8728b-5b13-44f5-ae1b-efa0cafa4a78,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,1429.2000000001863,10.0,1095.0,,0,133,154,2
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f66e,9513-f1845b8b-e165-4fe9-971d-bc241ad2265d,difficult,test,8,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,1020.5,10.0,1191.0,,0,77,154,1
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,test,6,B,david-w-skinner,Microban,41,8.0,6.0,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,2.0,4.0,7460.100000023842,6.0,10096.0,,0,115,140,2
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2609-59fc8809-2290-42aa-9425-312fcb5fb0c5,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,941.9000000357628,10.0,1134.0,,0,243,405,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,2,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,3692.600000023842,3.0,3375.0,174.0,1,67,89,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,3,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,1556.7999999523163,1.0,2248.0,24.0,1,26,26,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,3359.600000023842,3.0,1962.0,48.0,1,41,43,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,1,B,david-w-skinner,Microban,33,7.0,7.0,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}]",5.0,3.0,0.0,10009.59999999404,8.0,1755.0,,0,275,367,2
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,test,7,B,jacques-duthen,Sokogen-990602-Levels,19,6.0,6.0,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}]",1.0,1.0,1.0,14472.5,7.0,1925.0,,0,62,122,2
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,test,8,B,jacques-duthen,Sokogen-990602-Levels,17,7.0,7.0,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,1.0,2.0,1333.4000000059605,10.0,1463.0,90.0,1,53,56,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,5,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,2281.399999976158,10.0,2575.0,,0,43,130,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,2,B,jacques-duthen,Sokogen-990602-Levels,19,6.0,6.0,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}]",1.0,1.0,1.0,1439.2000000178814,2.0,1452.0,,0,211,277,2
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,6,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,5013.599999904633,3.0,2744.0,104.0,1,81,113,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,7,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,1398.8000000715256,3.0,4490.0,84.0,1,88,91,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,3,B,jacques-duthen,Sokogen-990602-Levels,17,7.0,7.0,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,1.0,2.0,2454.2000000178814,8.0,1384.0,121.0,1,112,119,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,4,B,jacques-duthen,Dimitri-and-Yorick,37,6.0,6.0,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[{'x': 3, 'y': 1, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}]",2.0,1.0,3.0,83561.40000000596,6.0,1826.0,99.0,1,105,109,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,test,8,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,2028.1000000238419,10.0,4551.0,,0,135,169,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,5,B,david-w-skinner,Microban,41,8.0,6.0,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,2.0,4.0,1123.0,7.0,1414.0,275.0,1,260,322,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,6,B,jacques-duthen,Sokogen-990602-Levels,6,8.0,7.0,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 2, 'y': 4, 'state': '*'}, {'x': 5, 'y': 4, 'state': '$'}]",6.0,2.0,5.0,1976.0,10.0,1563.0,84.0,1,145,154,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,1,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,3697.2000000029802,10.0,2187.0,,0,184,250,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,4860.700000286102,5.0,3716.0,,0,76,143,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,2,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,5899.70000000298,1.0,1591.0,63.0,1,37,53,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,1859.9000000953674,9.0,3007.0,169.0,1,86,125,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,7,B,jacques-duthen,Sokogen-990602-Levels,39,9.0,7.0,"['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']","[{'x': 4, 'y': 3, 'state': '*'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '*'}]",7.0,5.0,7.0,3271.5999999940395,8.0,1743.0,,0,214,261,2
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,3,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,1826.9000000953674,9.0,1665.0,64.0,1,29,41,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,1698.1999998092651,9.0,2814.0,57.0,1,37,57,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,3,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,6883.29999999702,10.0,1387.0,,0,93,189,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,test,8,B,david-w-skinner,Microban,48,8.0,8.0,"['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']","[{'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '$'}]",3.0,1.0,6.0,1320.9000000059605,9.0,1016.0,147.0,1,248,258,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,4,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,4776.0,4.0,1976.0,114.0,1,104,148,3
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,5,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,1897.4000000953674,3.0,1596.0,,0,34,54,1
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,5,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,3348.2000000029802,6.0,3000.0,,0,80,251,2
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,6,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,1710.5,3.0,1862.0,,0,126,200,2
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,6,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,1636.7000000029802,8.0,1589.0,,0,55,171,2
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,7,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,1752.4000000953674,9.0,8294.0,267.0,1,111,187,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,7,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,1659.9000000059605,10.0,1982.0,,0,37,46,1
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,test,8,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,14229.599999904633,3.0,2512.0,,0,19,32,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,test,8,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,1597.2000000029802,10.0,1753.0,,0,43,112,1
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,1,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,48642.0,10.0,13872.0,,0,371,424,2
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,2,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,52415.79999923706,2.0,5829.0,117.0,1,87,103,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,3,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,90652.10000038147,2.0,5011.0,38.0,1,43,52,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,4,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,124567.5,4.0,3483.0,81.0,1,140,166,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,5,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,60791.29999923706,7.0,4652.0,,0,184,376,1
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,test,6,A,david-w-skinner,Microban,67,7.0,8.0,"['#####', '#   ##', '# #  #', '#@$*.##', '##  . #', ' # $# #', ' ##   #', '  #####']","[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 3, 'y': 5, 'state': '$'}]",1.0,3.0,0.0,85764.5,5.0,6711.0,135.0,1,123,178,3
