stim_id,gameID,condition,trialNum,rt,startTime,time_elapsed,steps,level_id,collection_id,layout,width,height,boxes,start_position.x,start_position.y,attempt_nsteps,attempt_nInputEvents
6790957196019241f9c4f6bc,2212-2e008b61-4a7e-4d2a-9945-783bc07e09a0,difficult,3,136489,420469.0,523018,"['u', 'r', 'r', 'U', 'U', 'd', 'd', 'l', 'l', 'u', 'd', 'u', 'd', 'u', 'R', 'd', 'd', 'u', 'r', 'U', 'R', 'u', 'r', 'l', 'u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'd', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,43,52
6790957096019241f9c4f69f,8623-d4ef7ab9-87ee-43f3-879d-dc777ad89d27,enjoyable,2,45810,638559.9000000954,676654,"['u', 'l', 'l', 'D', 'u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,14,16
6790957196019241f9c4f6c0,2995-02c4a682-4b63-46f1-80ae-36f888e70791,difficult,2,47658,471679.8000000119,425775,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,18
6790957196019241f9c4f6b7,0064-edadbd5c-58c4-45a2-81fc-d8ae38231ce3,difficult,2,142528,481563.7000000002,614376,"['l', 'u', 'l', 'l', 'r', 'r', 'd', 'u', 'l', 'l', 'r', 'l', 'r', 'r', 'l', 'l', 'r', 'r', 'd', 'u', 'd', 'u', 'r', 'l', 'l', 'l', 'r', 'r', 'd', 'u', 'l', 'l', 'r', 'r', 'd', 'u', 'l', 'l', 'D', 'R', 'R', 'l', 'd', 'u', 'l', 'r', 'r', 'u', 'd', 'u', 'r', 'l', 'u', 'd', 'u', 'l', 'l', 'D', 'R', 'd', 'u', 'u', 'r', 'r', 'd', 'L', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,67,126
6790957096019241f9c4f69f,8623-d4ef7ab9-87ee-43f3-879d-dc777ad89d27,enjoyable,3,18651,684687.9000000954,695609,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17
6790957196019241f9c4f6c0,2995-02c4a682-4b63-46f1-80ae-36f888e70791,difficult,3,17864,519649.10000002384,443947,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'u', 'd', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19
6790957196019241f9c4f6b7,0064-edadbd5c-58c4-45a2-81fc-d8ae38231ce3,difficult,3,17561,624401.7000000002,632246,"['u', 'u', 'd', 'r', 'r', 'U', 'U', 'd', 'u', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,22
6790957196019241f9c4f6c5,0618-8ddfc1c9-2d14-43d0-9caa-0f71a6c1b541,difficult,1,128108,49215.80000001192,174909,"['d', 'u', 'u', 'r', 'R', 'l', 'l', 'd', 'd', 'r', 'r', 'r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,16,55
6790957096019241f9c4f6a4,9757-aee868cc-3643-44a7-803d-dedb02151854,enjoyable,3,226748,601312.2000000179,825878,"['r', 'r', 'u', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17
6790957196019241f9c4f6c5,0618-8ddfc1c9-2d14-43d0-9caa-0f71a6c1b541,difficult,2,72552,177639.19999998808,247769,"['l', 'u', 'l', 'D', 'r', 'l', 'u', 'l', 'D', 'u', 'r', 'd', 'l', 'u', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,22,32
6790957196019241f9c4f6b4,7300-26294324-fb0d-4605-beff-26d77f614899,difficult,3,529607,423090.60000002384,951421,"['u', 'u', 'd', 'r', 'd', 'u', 'r', 'U', 'd', 'd', 'u', 'l', 'l', 'u', 'R', 'd', 'u', 'd', 'd', 'r', 'u', 'l', 'r', 'r', 'u', 'U', 'd', 'l', 'r', 'u', 'U', 'd', 'd', 'l', 'l', 'r', 'r', 'u', 'L', 'd', 'u', 'd', 'u', 'r', 'u', 'r', 'u', 'r', 'd', 'd', 'L', 'L', 'r', 'u', 'l', 'd', 'd', 'd', 'l', 'u', 'l', 'd', 'r', 'r', 'u', 'u', 'u', 'd', 'r', 'r', 'u', 'U', 'd', 'l', 'r', 'u', 'U', 'd', 'd', 'u', 'L', 'r', 'd', 'd', 'l', 'l', 'u', 'r', 'u', 'r', 'R', 'r', 'r', 'u', 'U', 'U', 'd', 'd', 'u', 'u', 'r', 'r', 'd', 'u', 'u', 'd', 'l', 'l', 'd', 'u', 'd', 'r', 'r', 'u', 'U', 'd', 'd', 'u', 'u', 'd', 'd', 'r', 'r', 'u', 'U', 'U', 'd', 'd', 'd', 'u', 'u', 'u', 'r', 'r', 'd', 'L', 'u', 'u', 'r', 'r', 'r', 'u', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,156,433
6790957196019241f9c4f6c8,6467-cb2e41ae-5a2b-4c95-996f-e6cf85a0c8e3,enjoyable,1,102451,214303.60000002384,311738,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,10
6790957196019241f9c4f6c8,6467-cb2e41ae-5a2b-4c95-996f-e6cf85a0c8e3,enjoyable,2,23873,317079.0,335933,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957196019241f9c4f6c8,6467-cb2e41ae-5a2b-4c95-996f-e6cf85a0c8e3,enjoyable,3,43551,341273.3000000119,379801,"['r', 'u', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,1,13883,127664.40000000596,132746,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,6
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,2,28360,141861.5,161414,"['l', 'u', 'l', 'D', 'u', 'l', 'D', 'u', 'u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,18,26
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,3,43641,170526.0,205359,"['u', 'r', 'r', 'U', 'U', 'd', 'd', 'l', 'l', 'u', 'R', 'd', 'r', 'U', 'R', 'u', 'r', 'u', 'r', 'r', 'U', 'd', 'u', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,36,41
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,1,8306,18275.09999999404,21679,"['u', 'r', 'R', 'l', 'd', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,1,108263,1032136.599999994,1136948,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,2,12131,26887.30000001192,34115,"['u', 'l', 'l', 'r', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,12,13
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,2,18436,1140714.199999988,1155690,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,3,15425,39323.40000000596,49845,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'l', 'l', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,21
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,3,26335,1159455.299999997,1182338,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,19
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,1,25381,1393705.8000000715,1388329,"['r', 'R', 'd', 'l', 'l', 'u', 'u', 'r', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,9,10
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,2,35900,1419409.0,1424536,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,3,25652,1455615.3999999762,1450495,"['u', 'r', 'r', 'U', 'U', 'd', 'u', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,20
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,1,18888,1695231.1999998093,1701390,"['r', 'R', 'd', 'l', 'u', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,7,7
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,2,18336,1714430.5999999046,1720032,"['l', 'u', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,3,33885,1733074.399999857,1754231,"['r', 'r', 'u', 'U', 'U', 'r', 'l', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,20
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,1,13980,184001.60000002384,173707,"['u', 'r', 'R', 'l', 'd', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,2,26016,198297.39999997616,200042,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,11
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,3,44607,224631.39999997616,244968,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,18
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,1,11929,39116.60000002384,48891,"['u', 'r', 'R', 'l', 'd', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,1,8208,90264.10000000149,92376,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,2,9705,98775.69999999553,102385,"['l', 'u', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,2,31552,51347.299999952316,80749,"['l', 'u', 'l', 'r', 'l', 'D', 'u', 'l', 'D', 'r', 'r', 'l', 'l', 'u', 'l', 'l', 'l', 'r', 'r', 'l', 'l', 'D', 'R', 'd', 'u', 'u', 'r', 'r', 'd', 'L', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,31,39
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,1,10186,74352.0,80042,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,3,14892,108784.0,117583,"['r', 'r', 'l', 'r', 'l', 'r', 'u', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,21
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,1,19523,46025.0,62675,"['u', 'r', 'R', 'l', 'd', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,2,12442,84843.0,92790,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,3,30028,83206.0,111080,"['u', 'r', 'r', 'l', 'l', 'u', 'd', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'u', 'l', 'r', 'l', 'l', 'd', 'd', 'u', 'u', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,35,63
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,1,12708,74455.10000002384,85745,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,1,23318,65254.799999952316,69652,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,6
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,2,19758,65850.79999999981,82739,"['u', 'l', 'l', 'u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,13,30
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,3,17094,97592.0,110190,"['u', 'r', 'r', 'U', 'U', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,19
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,1,17453,118634.79999999981,134240,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,2,11516,87465.5,97572,"['u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,3,17130,85914.29999999981,100171,"['u', 'r', 'r', 'U', 'U', 'd', 'd', 'u', 'u', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'u', 'd', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,23,23
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,3,18379,99292.60000002384,116254,"['u', 'r', 'r', 'U', 'U', 'd', 'u', 'r', 'r', 'd', 'L', 'u', 'l', 'D', 'D', 'l', 'l', 'u', 'R']",5,tutorial,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,1,10819,42754.199999999255,51313,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,1,13883,79573.20000001788,88245,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,2,34973,88883.39999997616,104930,"['u', 'l', 'l', 'l', 'r', 'D', 'u', 'l', 'D', 'r', 'u', 'l', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,20,22
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,2,12192,53880.300000000745,63811,"['l', 'u', 'l', 'l', 'D', 'R', 'u', 'r', 'r', 'd', 'L', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,12,12
6790957296019241f9c4f6da,1618-bb1e82ca-f705-4fe3-9faa-d4c2a384f765,enjoyable,1,17576,139228.10000000894,144440,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,2,36512,136394.40000000037,171058,"['l', 'u', 'l', 'l', 'D', 'u', 'r', 'r', 'd', 'L']",4,tutorial,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,25
6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,1,18145,97796.39999997616,107317,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
6790957296019241f9c4f6eb,3984-6085564f-0e03-4d95-8c42-5960925b58d4,difficult,1,24344,74438.90000000002,94525,"['r', 'R', 'l', 'u', 'R']",3,tutorial,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5
