variable,empirical_statistic,boot_statistic,boot_bias,conf.low,conf.high
difficult_pearson,-0.14464558907341205,-0.10983182340352524,-0.03481376566988681,-0.6562274921930453,0.29031632206317076
enjoyable_pearson,0.24564857720653652,0.2697590792407276,-0.0241105020341911,-0.12990678004675577,0.5646915082130272
d_vs_e_pre,-0.027953585920926647,-0.036849981964636735,0.008896396043710085,-0.28537885833453547,0.2847644743882743
d_vs_e_post,0.6086495457274914,0.6145993827781328,-0.005949837050641338,0.3211474344652118,0.8104450846074448
pre_to_post,0.6366031316484181,0.6514493647427695,-0.014846233094351402,0.2233029568906128,0.9963776820396951
